AoA_deg,AoS_deg,RunSuccessful,DynamicPressure_Pa,AreaProj_m2,AreaRef_m2,CD_ADBSat,CD_projected,Drag_N,CFx_B,CFy_B,CFz_B,CMx_B,CMy_B,CMz_B,Mx_Nm,My_Nm,Mz_Nm,MomentMagnitude_Nm,ForceCoefficientMagnitude
0,0,1,0.00015407609581726,0.09812405169075,0.843762977802813,0.297566787400701,2.55875938983572,3.86847849705294e-05,-0.297566787400701,-4.16658706398641e-05,-0.000225749070484485,-3.23282994154757e-06,0.00113752152590754,-2.61143681390394e-05,-4.20133656010498e-10,1.4783056520486e-07,-3.39378351445439e-09,1.47870112895136e-07,0.297566875950032
0,-90,1,0.00015407609581726,0.0985296132141901,0.843762977802813,0.298896466938359,2.55961395535377,3.88576482374395e-05,2.80763818285631e-06,0.298896466938359,-0.000184623746058774,0.0012327592409592,-2.9683687739475e-06,-0.00178279002061603,1.60207513617924e-07,-3.85764685410259e-10,-2.31688676114491e-07,2.81684644369755e-07,0.298896523971163
0,-75,1,0.00015407609581726,0.0968534094633882,0.843762977802813,0.294706985858884,2.56741446011337,3.83130001733417e-05,-0.076271425306546,0.284666255843694,-0.000191246405336887,0.00088660704937086,0.00023497395807363,-0.00170060319231663,1.15222101945315e-07,3.05368577554914e-08,-2.21007801068894e-07,2.51103724766447e-07,0.29470704794685
0,-60,1,0.00015407609581726,0.096878198977205,0.843762977802813,0.294823428095403,2.5677716580419,3.83281380955559e-05,-0.147411713888115,0.255324578453571,-0.000169962461272218,0.000805172589857812,0.000462424795108861,-0.00152456970035443,1.04639003601429e-07,6.00960221575986e-08,-1.98130756530334e-07,2.31984158159882e-07,0.294823477086143
0,-45,1,0.00015407609581726,0.0972473922985845,0.843762977802813,0.295676300808395,2.56542319684847,3.84390147084922e-05,-0.209066884572352,0.209082550103187,-0.000191143015591127,0.000702891523245251,0.000699776976545553,-0.00124424018699464,9.1346711945649e-08,9.09419501996187e-08,-1.61699559880654e-07,2.06788316292262e-07,0.29567636279908
0,-30,1,0.00015407609581726,0.0968633117611678,0.843762977802813,0.294922675232469,2.56903083480449,3.83410405911264e-05,-0.255410528958026,0.147461337521595,-0.000154516296749579,0.000468689357545219,0.000809015085310196,-0.000879128030019881,6.09101551516878e-08,1.05138368458784e-07,-1.14250139980066e-07,1.66784945388492e-07,0.294922715709663
0,-20,1,0.00015407609581726,0.0968715769825077,0.843762977802813,0.294370825138485,2.56400496135176,3.82692980340748e-05,-0.276618092165486,0.100680751782249,-0.000240401449811521,0.000306773423125067,0.000836570561440103,-0.000593658497731119,3.98678068920295e-08,1.08719436173105e-07,-7.7150954297979e-08,1.39146065619071e-07,0.294370923301826
0,-10,1,0.00015407609581726,0.0968765438172009,0.843762977802813,0.29448141043789,2.56483666724833,3.82836745327619e-05,-0.290007576131971,0.0511361601955828,-0.000223192052110056,0.000155991416410556,0.000884653502200559,-0.000308397739220097,2.02724069214263e-08,1.14968221930069e-07,-4.00789005381107e-08,1.23430064427161e-07,0.294481495018246
0,10,1,0.00015407609581726,0.096876543817201,0.843762977802813,0.294458887716055,2.56464050171543,3.82807464954674e-05,-0.289985395580976,-0.0511322491654875,-0.000226697348226541,-0.000155835058664369,0.000883468144616729,0.000308064566945808,-2.02520869068449e-08,1.14814174663624e-07,4.00356019767236e-08,1.2326918168549e-07,0.294458974980666
0,20,1,0.00015407609581726,0.0968715769825077,0.843762977802813,0.294370817184518,2.56400489207176,3.82692970000296e-05,-0.276618084691341,-0.10068074906145,-0.000240402686202568,-0.000305417415843212,0.000836921204189545,0.000602616429584324,-3.96915822507081e-08,1.08765005170838e-07,7.83151134798191e-08,1.39780202642342e-07,0.294370915348871
0,30,1,0.00015407609581726,0.0968633117611678,0.843762977802813,0.294359545118933,2.56412548588705,3.82678315897359e-05,-0.254922843974199,-0.1471797724646,-0.000242158377667922,-0.000444376088559423,0.000771798173436942,0.000894853745289002,-5.77504397403416e-08,1.00301715268407e-07,1.16293829988156e-07,1.64072551846132e-07,0.29435964472615
0,45,1,0.00015407609581726,0.0968534072520721,0.843762977802813,0.294619362725309,2.56665116761966,3.83016088412968e-05,-0.208327371314896,-0.208327327188954,-0.000200516262772017,-0.000640715291774257,0.000642550808791521,0.00126418945576087,-8.32663835902519e-08,8.35049245865541e-08,1.64292136469288e-07,2.02233204919589e-07,0.294619430960416
0,60,1,0.00015407609581726,0.0968781989772049,0.843762977802813,0.295232896353786,2.57133793157564,3.83813704863956e-05,-0.147616448017075,-0.255679188367508,-0.000106235355726499,-0.000833196420311103,0.000479886324332234,0.00153170319659253,-1.08280937930373e-07,6.23652959037574e-08,1.99057814838021e-07,2.35028094704298e-07,0.295232915467426
0,75,1,0.00015407609581726,0.0968534094631739,0.843762977802813,0.294578910851243,2.5662987022905,3.82963499477772e-05,-0.0762382789481579,-0.284542544378939,-0.000211161642162799,-0.000875724068113463,0.000234015896420526,0.00171275464663869,-1.13807766274514e-07,3.04123495220613e-08,2.22586985567454e-07,2.51837417418167e-07,0.294578986568725
0,90,1,0.00015407609581726,0.09746372818797,0.843762977802813,0.295970435878709,2.56227522752859,3.84772533575255e-05,1.67008258700844e-05,-0.295970435878709,-0.000222546724326254,-0.00101647687325435,-4.38569016157499e-07,0.00177864119484696,-1.3209978648182e-07,-5.69957614544279e-11,2.31149501035682e-07,2.66233823294682e-07,0.295970520018793
