AoA_deg,Alpha,Drag_N,DragChangeFromAlpha1_pct,CMy,CMyDiffFromAlpha1,My_Nm,MyDiffFromAlpha1_Nm
-30,1,0.000131243795738953,0,0.00105487399750573,0,1.37089818275542e-07,0
-30,0.8,0.000146325990346819,11.4917391126552,-0.00774586985940138,-0.00880074385690711,-1.00664145094312e-06,-1.14373126921867e-06
-30,0.4,0.000159926940875992,21.8548579576973,-0.0156822799727728,-0.0167371539702785,-2.03804522312337e-06,-2.17513504139891e-06
30,1,0.000130244537940737,0,-0.000436872711128811,0,-5.67753122361585e-08,0
30,0.8,0.000145084466779623,11.3938972593527,0.00851636528878144,0.00895323799991025,1.10677386357781e-06,1.16354917581397e-06
30,0.4,0.000158466944810297,21.6687834405783,0.016590292875498,0.0170271655866268,2.15604919717219e-06,2.21282450940835e-06
