AoA_summary,Drag_Sentman,Drag_CLL,Drag_Difference_pct,CMy_Sentman,CMy_CLL,CMy_AbsDifference,My_Sentman_Nm,My_CLL_Nm,My_AbsDifference_Nm
-30,0.000131243795738953,0.00013135711705137,0.0863441290913082,0.00105487399750573,0.00101170205798678,4.31719395189438e-05,1.37089818275542e-07,1.3147925876109e-07,5.6105595144529e-09
0,3.86847849705294e-05,3.88835655536712e-05,0.513846938255331,0.00113752152590754,0.00113482674527149,2.69478063604878e-06,1.4783056520486e-07,1.47480355617211e-07,3.50209587649215e-10
30,0.000130244537940737,0.000130356283287234,0.085796570254389,-0.000436872711128811,-0.000392591530323488,4.42811808053227e-05,-5.67753122361585e-08,-5.10205974133626e-08,5.75471482279587e-09
