AoA_deg,AoS_deg,DynamicPressure_Pa,AreaProj_m2,AreaRef_m2,CD_ADBSat,CD_projected,Drag_N,CFx_w,CFy_w,CFz_w,CMx_B,CMy_B,CMz_B,Mx_Nm,My_Nm,Mz_Nm
0,-30,0.00015407609581726,0.0968633117611678,0.843762977802813,0.294922675232469,2.56903083480449,3.83410405911264e-05,-0.294922675232469,-1.09280362536879e-10,-0.000154516296749579,0.000468689357545219,0.000809015085310196,-0.000879128030019881,6.09101551516878e-08,1.05138368458784e-07,-1.14250139980066e-07
0,-20,0.00015407609581726,0.0968715769825077,0.843762977802813,0.294370825138485,2.56400496135176,3.82692980340748e-05,-0.294370825138485,-2.3956003847303e-11,-0.000240401449811521,0.000306773423125067,0.000836570561440103,-0.000593658497731119,3.98678068920295e-08,1.08719436173105e-07,-7.7150954297979e-08
0,-10,0.00015407609581726,0.0968765438172009,0.843762977802813,0.29448141043789,2.56483666724833,3.82836745327619e-05,-0.29448141043789,-8.50360892812319e-11,-0.000223192052110056,0.000155991416410556,0.000884653502200559,-0.000308397739220097,2.02724069214263e-08,1.14968221930069e-07,-4.00789005381107e-08
0,0,0.00015407609581726,0.09812405169075,0.843762977802813,0.297566787400701,2.55875938983572,3.86847849705294e-05,-0.297566787400701,-4.16658706398641e-05,-0.000225749070484485,-3.23282994154757e-06,0.00113752152590754,-2.61143681390394e-05,-4.20133656010498e-10,1.4783056520486e-07,-3.39378351445439e-09
0,10,0.00015407609581726,0.096876543817201,0.843762977802813,0.294458887716055,2.56464050171543,3.82807464954674e-05,-0.294458887716055,8.55362725094011e-11,-0.000226697348226541,-0.000155835058664369,0.000883468144616729,0.000308064566945808,-2.02520869068449e-08,1.14814174663624e-07,4.00356019767236e-08
0,20,0.00015407609581726,0.0968715769825077,0.843762977802813,0.294370817184518,2.56400489207176,3.82692970000296e-05,-0.294370817184518,2.43622344520134e-11,-0.000240402686202568,-0.000305417415843212,0.000836921204189545,0.000602616429584324,-3.96915822507081e-08,1.08765005170838e-07,7.83151134798191e-08
0,30,0.00015407609581726,0.0968633117611678,0.843762977802813,0.294359545118933,2.56412548588705,3.82678315897359e-05,-0.294359545118933,1.09542014348207e-10,-0.000242158377667922,-0.000444376088559423,0.000771798173436942,0.000894853745289002,-5.77504397403416e-08,1.00301715268407e-07,1.16293829988156e-07
